;Date de publication;Ville;Avis;Score;Type
10;22/05/2022;Tremblay-en-France;Trs bonne exprience avec conseillre la psychologue et la prestataire de cette agence Pole Emploi de Tremblay des relations de confiance et une aide trs prcieuse dans mon parcours;0.94851023;Positif
11;23/05/2018;Tremblay-en-France;Cest quoi a Aucun sourir rien Les gens sont grave autain se prennent pour se quil ne sont pas Laccueil zro conseille zros sen foute compltement de nous suivre en plus dtre froid et autain Si jaurais pu mettre 0 toile je laurais fait VITEZ ;0.989537425;Negatif
12;23/05/2018;Tremblay-en-France;Ils ne mont jamais aid en rien mme plutt enterre demotiveeA aller pour imprimer mes dossiers ou autres recherche par moi mmeIls ne servent rien javais demand une formation ils lont refus Dommage pour eux jai dmnag changer de Ple Emploi ils lont payer ah a h ah ZEROOooooooooo NUL ;0.995238859;Negatif
13;23/05/2017;Tremblay-en-France;Oblig malheureusement de mettre une etoile pas vu leurs professionnalisme est leurs accueil limite leurs fait chi de recevoir des demandeurs demploi toujours des rdv imaginaire des entretiens fantme jamais vu conseillre alors que fait 2 ans que je suis en chmage je suis dbrouiller pour trouver formation et finalement convoqu tout les jours pour leurs justifier je fait quoi et arrete l accueil jamais de conseillre pfffff agence ferm ou employ changer ;0.98610878;Negatif
14;22/05/2021;Tremblay-en-France;Vraiment incomptent chacun va de son commentaire rien nest cohrent dans leurs gestion dj que notre situation et malheureuse avoir faire des personnes dsagrables cest dsolant;0.952220745;Negatif
15;23/05/2017;Tremblay-en-France;nul nul des conseillers qui devrait recevoir une formation car il ne savent rien aucune connaissance de leur mtiers;0.985458666;Negatif
16;22/05/2021;Tremblay-en-France;Jai pas connu pire comme Ple emploi ;0.649096653;Negatif
17;22/05/2021;Tremblay-en-France;Ils ont besoin dune mise jour dans se ple emploi ;0.55265063;Positif
18;23/05/2018;Tremblay-en-France;ouh catastrophe pire en pire;0.957193829;Negatif
19;23/03/2023;Gonesse;Standard dsagrable au possible aucune aide aucun renseignement Mme pas fichus de fournir une information simple nous dis denvoyer des mails mais bien sr les rponses le vendredi 17h cest leurs fortsJe ritre Standard incomptent et dsagrable;0.961825415;Negatif
20;22/04/2023;Gonesse;Je tiens remercie Madame ISSAC et Madame NEMRI qui mont trs bien conseill pour mon projet de formationElles sont disponibles lcoute et sincre dans leur dmarche;0.924173564;Positif
21;23/12/2022;Gonesse;Je tiens remercier madame Abida qui t trs professionnelle et qui ma accueilli poliment malgr un petit retard de partMon dossier t trait rapidement et Madame Abida ma tout trs bien expliquSuperbe travail et bon courage pour la suite;0.918600619;Positif
22;22/04/2023;Gonesse;Accueil tlphonique mdiocre vraiment incroyable comment tre pitoyable et sans aucune rponse donner au clients et en plus de a de snerver au tlphone vraiment fermer lagence cest mieuc;0.988904137;Negatif
23;23/12/2022;Gonesse;Franchement aujourdhui je suis satisfaite il ya un monsieur qui ma rgler mon problme que a fait longtemps je viens pour rien mais je veux remercie le monsieur qui travailler aujourdhui ple emploie;0.941390753;Positif
24;24/09/2022;Gonesse;Je donne les 5 toiles exclusivement Mme la Cheffe du service des indemnits je vous souhaite de profiter de tous les bons moments que la vie offre les mots ne pourront jamais assez vous remercier de votre investissement des actions que vous menez et de toute lhumanit dont vous faites preuve et qui manque tellement notre poqueBonne continuationBien cordialement Mme Aktas;0.936532021;Positif
25;25/08/2022;Gonesse;Mme une toile ils ne la mritent pas Depuis le mois de novembre 2021 jattend mes indemnits nous somme en aot 2022 Tout a car cest une tude mandataire tout le monde ce lance la balle Personne ne sait quoi vous dire faut attendre a fait 8 mois que je fait que a attendre Pfff ils sont payer rien faire brasser de lair ;0.979638964;Negatif
26;22/05/2022;Gonesse;Excellent spcialement Karim et Karine qui ont t pro et trs disponible suite mon dossierGnralement ple emploi est mal perue et l non Ils font leur travail convenablement Je mets leur place quils doivent grer tant de dossier et de personnes insatisfaitesJe demande tre rappel sur le serveur vocale dans les 2 heures et bien avant mme je suis contact par mon ple emploi Gonesse par des agentsSuperbe travail et jen suis reconnaissantNB Je ne sais pas pour les personnes qui mettent des notes et avis ngatifs Mais jai une tout autre exprience et qui est positive Jespre que pour elles les choses vont samliorerCordialement;0.948666483;Positif
27;22/05/2021;Gonesse;1h30 dattente avant que lon mindique que mon conseiller nest pas prsentSecond rendezvous fix annul la veille et aucune autre proposition de rendezvousSi vous tes demandeurs demplois et avez des difficults bon courage vous si vous allez;0.766428158;Negatif
28;22/05/2021;Gonesse;J ai accompagn une amie dans un service public dfaillant Le personnel de ple emploi est la pour occuper un poste mais aucune mesures de prise pour les demandeurs emploi Vous allez au rdv pour voir une personne qui ne connat rien votre CV et ne connat rien de rien la recherche emploi Par contre les quipes sont en pause avant l heure et aprs l heure et entre les 2 ils vont de ci de la rigoler Pitoyable les services publics fermer les agences ils ne servent rien ;0.955180034;Negatif
29;26/07/2022;Gonesse;Impossible davoir une rendez vous Mme pas par tlphoneCe ple emploi sert absolument rien;0.994997229;Negatif
30;23/05/2019;Gonesse;Une bande dincapable qui ne sais mme ce quils foutent comme boulot cest limite nous de leur mcher leur taff du jamais vu 5mois pour toucher mes allocations et l encore des problmes avec eux car vous comprenez mon centre de formation na pas dclarer que jtais chez eux ple emploi menace donc de radier Cest donc cela la France Je crois rver ;0.9164626;Negatif
31;22/05/2020;Gonesse;Jai t trs bien accueilli par une jeune fille qui pris le temps de maider dans mes dmarches et trs bien expliquer ce que je devais faire moi de mon ct je suis revenu et les deux femmes accueil et la technicienne aussi que jai eu taient lcoute patiente pour mexpliquer le dossier et les papiers rapporter pour futur formation et pour mon projet professionnel;0.911659569;Positif
32;23/05/2019;Gonesse;Jai juste sonn linterphone pour remettre un courrier et la personne qui ma rpondu t trs dsagrable aucune cordialit Pour des personnes reprsentant lEtat et la fonction publique leur niveau de courtoisie est franchement et sincrement revoir;0.558560878;Negatif
33;23/05/2019;Gonesse;Horrible ce ple emploi une bande agent trs mchant qui se permet de dnigr les demandeurs emploi qui se permet de menace de les radier ou de supprim leurs allocations entre ceux qui sont en arrt maladie des agents cruels qui savent rien si de la mchancet mais un jour ou l autre la roue tourne fuir la bas c est pas normale c est agents paye rien faire si se moque des gens et rien que de la mchancet;0.978860702;Negatif
34;26/07/2022;Gonesse;malveillantes je demande des conseils pour situation coupe la parole pour dire je suis pas la pour vous conseiller mais seulement titre dinformations et raccroche dessus;0.788294718;Negatif
35;22/05/2020;Gonesse;Quand est au tlphone avec eux a coupe veut les rappeler a ne fonctionne pas donc doit se dbrouiller tout seul pour envoyer des documents quon ne connat pas personne pour aider du coup je ne peux rien toucher vu quon nous laisse seul pathtique;0.919093788;Negatif
36;23/05/2019;Gonesse;Des incapables et je ne vous parle mm pas de Mme Belaidi qui limite en fou de tout ce quon lui dit Nous somme une 20 ene se plaindre elle alors quelle est toujours prsente;0.978092037;Negatif
37;23/05/2018;Gonesse;La pire agence que jai vu Aucun conseil de la des conseillers personnels hautains aucune rponse de leur lorquon leur crit Pour part cetait le pire rendez vous que jai jamais eu ;0.994936131;Negatif
38;22/05/2022;Gonesse;Merci monsieur Paul qui tout de suite compris ma situation et ma immdiatement aid je suis trs content;0.982837573;Positif
39;23/05/2018;Gonesse;Si vous attribue DUTRIEZ julien comme conseiller demandez en un autre Ce mec est une racaille jaurais d filmer mon entretien;0.944684267;Negatif
40;23/05/2019;Gonesse;Je pense que tout les autres commentaires rsume parfaitement ce ple emploi qui ne sert absolument rien ;0.947012931;Negatif
41;22/05/2020;Gonesse;Tres bien avec un bon accueil et une bonne prise en charge pas les conseillers;0.937394768;Positif
42;23/05/2017;Gonesse;Si vous ne comprenez pas pourquoi le pays va mal allez faire un tour dans se ple emploi en temps que demandeur demploi vous trouvez toutes les rponses;0.538422048;Positif
43;23/05/2018;Gonesse;Jai rarement vu un service aussi nul;0.983008802;Negatif
44;23/05/2019;Gonesse;Parce que lon peut pas mettre une note en dessous;0.629015446;Negatif
45;22/05/2020;Gonesse;Bien;0.758433193;Positif
46;23/05/2016;Gonesse;Numeros plus attribu;0.49613072;Positif
47;23/05/2018;Gonesse;Catastrophique;0.701363385;Negatif
48;26/07/2022;Sarcelles;Cette agence est fuir les moyens ny sont pas et les conseillers indemnisations et emploi sont incomptents Ils se permettent de vous laisser sans allocations durant 20 jours ET cela sans scrupules Les conseillers indemnisations ne rpondent quasiment pas et sont hautainsIl fort intrt faire valoir ses droits et prends contact avec la CGT CHOMEURS;0.9688676;Negatif
49;23/11/2022;Sarcelles;Je suis chez eux depuis mai 2016 entre 2017 et 2018 tous les rdv sont annul En 2019 ils mont rappeler pour activprojeten formation NUEVO et en 2022 je suis en accompagnement global pour combien de temps Je change souvent de conseillers les rdv sont parfois sur place et parfois au tlphone;0.393293574;Positif
50;21/02/2023;Sarcelles;Incomptence des plus totales que ce soit au niveau des conseillers ou mme plus haut dans la hirarchie;0.971116886;Negatif
51;22/05/2022;Sarcelles;Jai t accompagne par Madame Jeddi une conseillre trs humaine disponible et mon coute du dbut la fin Elle su donner de trs bon conseil de mon inscription jusqu reprise dactivit;0.914106041;Positif
52;22/05/2022;Sarcelles;Les conseillers sont fuir ils ne vous aide pas trouver du travail ni une formation et si vous trouver une formation ils vous aide aucunement vous renseigner pour le financement transfrer un document encore pire et quand tu te plaint jamais dexplication cest direct sur la dfensif porter plainte cest du nimporte quoi chez eux;0.995304085;Negatif
53;23/05/2018;Sarcelles;absorde le peu despoir que vous auriez pu avoir en entrant Bref prvoyez un paquet dantidpresseurs avant dy allerDans les dtails morosit ambiente Impatience et dmotivation du personnel Soupir sarcasme haussement des paules frquent lors des changes Il ny pas un jour sans que quelquun pte un cable;0.682176232;Negatif
54;23/05/2018;Sarcelles;Personnel dsagrable Jy arrive pour demander des informations sur les aides possibles de PoleEmploi et au final la dame ne mexplique mme pas les diffrentes aides et rptent daller voir sur Internet Jtais venue pour avoir des informations claires car sur Internet ce nest pas du tout clair super;0.489244938;Negatif
55;22/05/2021;Sarcelles;Dsagrable fuir conseiller incomptent toujour dans le ngatifsa fait 3 ans et demi que Mme Arakama Tour rien fait pour moije vous la dconseill vous allez le regrett cette soit disent conseiller scuriser ;0.978860244;Negatif
56;23/05/2017;Sarcelles;Bonjour jai pas le mot de passe vous pouvez envoyer par mail pour moi;0.653143272;Negatif
57;23/05/2018;Sarcelles;Juste horrible j arrive pas dire autre chose;0.922913611;Negatif
58;22/05/2022;Sarcelles;Ras;0.530225426;Positif
59;23/05/2017;Sarcelles; ;0.553572595;Positif
60;21/05/2023;Sarcelles;Javais rendezvous je suis arrive avec 5 minutes de retard car un camion qui rtine les paves et la police bloquer laccs ma dit que je devais attendre je suis mobilit rduite station debout pnible ma dit de massoire et 15 minutes plus tard que jtais trop en retard pour tre reu;0.765609369;Negatif
61;22/05/2022;Sarcelles;place clean calm brightPeoples helpful cant speak good french gave effort understand purpose served 100Appreciate it;0.944342718;Positif
62;22/01/2023;Aulnay-sous-Bois;Trs mal organis Les conseillers sont irrespectueux et irresponsables Lors que la faute viennent deux cest plus leur problme vous laisse dans la galre Aucune empathie Les employs ncessitent une formation sur la communication et lempathie;0.954119563;Negatif
63;21/02/2023;Aulnay-sous-Bois;Jaurais aim zro cette agence ple emploi aucune organisation et manque de communication entre conseiller Il faudrait mettre vos pendules lheure svp et accorder vos violons;0.932961792;Negatif
64;21/02/2023;Aulnay-sous-Bois;Ils ont gar demande arce il fallu que je passe pour r demander un autre exemplaire et refaire toute la procdure nouveau bien sur avec beaucoup de retard Du;0.819224387;Negatif
65;22/04/2023;Aulnay-sous-Bois;Ple emploi aulnay sous bois l o travaille des gens incomptents et irrespectueux Aucune aide pour les demandeurs demploi leurs seules envies te dclarer radi;0.97549931;Negatif
66;22/05/2022;Aulnay-sous-Bois;Accueil trs mal gr 2 personnes seulement soccupent de recevoir les gens qui forment une norme file dattente Les 2 employs de ple emploi ne sont hlas pas soutenues par le grand nombre de collgues qui se fichent perdument des gens qui font la queue Je mets quand mme 2 toiles car malgr avoir attendu plus dune heure le monsieur laccueil t courtois ;0.679919049;Negatif
67;22/05/2022;Aulnay-sous-Bois;Un grand merci madame ferri super suivi par madame ferri qui su guider sortie dcole et qui su suivre mes attentent et fournir un travail sous contrat qui passionne mais voil temporaireMais vraiment trs du de la nouvelle Depuis le changement cest comme ci je ntait plus inscrit plus de rendez vous pour maider retrouver un vrai emploi stable plus moyen dtre guider pour pouvoir savoir comment peut maider pour le permis de conduire Trs du;0.628610402;Positif
68;22/05/2021;Aulnay-sous-Bois;RDV annul soit disant par le logiciel bref jattends sans savoir quand je serai pris sachant que dans mon cas rien avance je tourne en rondJestime que ple emploi aide un certain type de personnes et pas dautresDoisje jouer au demeur pour tre aider ;0.947014764;Negatif
69;24/10/2022;Aulnay-sous-Bois;Lorsque vous donnez un rendezvous aux gens essyez de le respectez et venir l heure vraiment c nul jarrive l heure mais je dois vous attendre 1h de plus;0.968376897;Negatif
70;22/05/2020;Aulnay-sous-Bois;Les conseillers incomptents et mprisent la direction nen parlons pas une catastrophe aucun accompagnement mme quand les situation sont clair et prciseEt pour information jai fait un stage la maison le lemploi du blanc mesnil qui est dans le mme btiment que le ple emploi incomparable avec le zoo daulnay sous bois;0.664507091;Negatif
71;22/05/2021;Aulnay-sous-Bois;Un immense merci Edwige Tchanon qui ma suivi durant mon anne de CSP avec professionnalisme et une grande ractivit Plus une fois vous avez rpondu prsente et rsolu mes problmes avec une grande gentillesse et grande conscience professionnelle Ne changez rien vous tes plus que parfaite et j espre que ce message vous sera transmis Un grand MERCI du fond du curFlorence Le Guellec Viars;0.990622405;Positif
72;23/05/2018;Aulnay-sous-Bois;En retard 9h du matin employ qui pousse mon fils de 2 ans et toujours aussi sympaEt vue que je peut pas faire garder mon fils dans deux jours je doit rinscrire une autre fois Institution demmerdement publique;0.836017862;Negatif
73;22/05/2022;Aulnay-sous-Bois;Trs mauvais accueil attente interminable avec un personnel incomptent et irrespectueux et surtout Mme Slimani qui samuse donner de fausses informations;0.978945598;Negatif
74;23/05/2018;Aulnay-sous-Bois;Donne des RDV fantme Ont convoque arriver l bas jattends 20 min pour au final apprendre que conseillre est absente Le respect dans tout a;0.708898619;Negatif
75;23/05/2017;Aulnay-sous-Bois;Il faux scanner les documents je c est pas bien faire cela il que 2 personne pour vous aide c est mal organis ;0.844453245;Negatif
76;22/05/2022;Aulnay-sous-Bois;Jai une conseillre srieuse et professionnelle;0.87205261;Positif
77;22/05/2020;Aulnay-sous-Bois;Il faut savoir utiliser ce service ce qui nest pas vident pour tout le monde ;0.575746;Positif
78;23/05/2018;Aulnay-sous-Bois;Supers conseillers dans le cadre csp et atelier assez dynamique;0.941872805;Positif
79;23/05/2017;Aulnay-sous-Bois;0 personnel irrespectueux;0.974824011;Negatif
80;23/05/2019;Aulnay-sous-Bois;Le pire du monde ;0.967006475;Negatif
81;23/05/2017;Aulnay-sous-Bois;MAUVAISE ORGANISATION;0.669964001;Negatif
82;22/04/2023;Aulnay-sous-Bois;Je mets 1 car il est impossible de mettre 0Personnel irrespectueux et dnigrant ils ne font que rabaisser les gensAucune demande nest transmise vous laisse de ct pendant des mois sans aucune aide de retour lemploiUne fois la formation trouve la seule et unique fois que ma conseillre sana BEN NASR mappelle elle ne se prsente mme pas et mannonce juste quelle ne maidera pasQuestion quoi sert Ple emploi si ce nest mettre des btons dans les roues de gens qui cherchent simplement sen sortir Peut tre radier les gens de ple emploi pour baisser les statistiques de chmeurs Une vraie honte pour ce pays ;0.995643925;Negatif
83;23/03/2023;Domont;a fais 3 fois que je viens et la personne laccueil est toujours souriante et su toujours renseigner pour mes dmarches poids lourd et aussi mon indemnisation Merci aussi mon conseiller Monsieur Babdor du suivi de mon dossier;0.904810697;Positif
84;23/12/2022;Domont;Inadmissible service aussi incompetent je suis plainte et mes reclamations vont mon conseiller lui meme et je ai jamais de reponses donc meme la mediation idf ne peut rien faire cest maintenant depuis aujourdhui mon assistante sociale qui gere mon dossier car la directrice de lagence ne doit meme pas etre au courant du NON service laborieu et catastrophique;0.988851061;Negatif
85;23/12/2022;Domont;Madame Cassier est trs professionnelle Une agence super ractive et toujours gentille Merci vous;0.954324543;Positif
86;23/12/2022;Domont;Jtais parti avec des aprioris en lisant les avis ngatifs Mais pourtant ils taient accueillant lcoute et de bons conseils ;0.402219355;Positif
87;24/10/2022;Domont;coutez personnellement jai toujours des employers comprhensifs au tlphone qui font du mieux quils peuvent qui se dmnent souvent pour maider;0.655037165;Positif
88;23/11/2022;Domont;Conseillre indemnisation inutile qui ne rpond mme pas nos question et qui de plus clture notre change;0.931437582;Negatif
89;22/05/2022;Domont;Javais peur dy aller en lisant les commentaires ngativesDonc je suis passe aujourdhui pour finaliser mon inscription et surprise jtais trs bien accueillie et surtout trs bien oriente Une dame trs gentille et lcoute et de trs bons conseils Merci infiniment;0.965313613;Positif
90;22/05/2021;Domont;2 fois je dpose le rib et 5 mails pour informer la conseillre et une semaine dattendre et quand tu lappelle par tlphone elle vous rpond comme vous voulez soit tu attends ou casse toiEt je perdu mes points CPF 1500 euros pareille une histoire longue avec eux et lautocole;0.942541271;Negatif
91;23/11/2022;Domont;Super ple emploi;0.971307814;Positif
92;22/05/2021;Domont;Le pire ple emploi de toute la france tout simplement;0.979943484;Negatif
93;23/05/2017;Domont;C vraiment nul il ne taide pas vraiment pas;0.994399011;Negatif
94;23/05/2018;Domont;chaque fois que je passe devant ils sont toujours en pause ;0.818005294;Negatif
95;23/05/2017;Domont;voir si mon mari trouve quelque chose;0.629849032;Positif
96;23/05/2017;Domont;Agence Pour lEmploi;0.548717245;Positif
97;22/05/2022;Domont;Good serviceGood people;0.87405628;Positif
98;22/04/2023;Sevran;Personnel non qualifis raccroches au nez donne des rendezvous alatoire ne rpond pas souvent aux mails en gnral le ple emploi cest zro mais celui de Sevran cest le du zro conseillre fantme mme Ziani;0.385923997;Positif
99;22/01/2023;Sevran;Laccueil est agrable pas trop dattente;0.743125647;Positif
100;22/05/2021;Sevran;Je demande quoi sert le ple emploi pas grand chose je crois En fait il vaut mieux compter sur soi mme pour trouver un bon jobou faire une formation intressante;0.818741798;Negatif
101;22/05/2021;Sevran;Bonjour aucun problme avec conseillre je lui ai poser des questions sur mon espace elle ma rpondue le mme jour Une deuxime fois javais besoin de rponses urgentes elle rappeler aussi le mme jourhonntement a mtonne quil ai pas plus avis ;0.778533876;Positif
102;23/05/2019;Sevran;Le ple emploi existe juste pour exist ne sert absolument rien pour les personnes qui ont perdu un emploi et qui souhaite et retrouver un jobun service qui est mal gr et trs malhonnte;0.9792068;Negatif
103;22/05/2022;Sevran;Gant mappa;0.574476689;Positif
104;22/05/2020;Sevran;Il mon Aider trouver un travail;0.73778975;Positif
105;22/05/2020;Sevran;Rugueux confortable;0.822103918;Positif
106;22/05/2020;Montataire;Mon Dieu lamabilit catastrophique au tlphone de ce jeune homme qui ne fera pas le moindre effort supplmentaire pour satisfaire demandeIl faut croire cette personne sur parole et prier pour que ce quil ait fait soit bien appliquPas de prsentation ne sait pas qui parleAprs les Ple Emploi se plaignent de leur rputation franchement faut pas stonner je suis pourtant trs tolrant Il faut vraiment arrter dembaucher nimporte quoi nest pas au quartier l;0.957895551;Negatif
107;22/05/2022;Montataire;Aucun suivi ni prise de contact depuis fin mars pour une jeune qui devait commencer un stage en mai 2021 Malgr les mails les appels et dplacements sur place Cest scandaleux;0.990454257;Negatif
108;22/05/2021;Montataire;Le dernier rendezvous jtais trs satisfait de laccueil et des propositions faite par mon rfrent je trouve quil ce sont amliores ds le lendemain ji suis retourn pour taper un cv avec un agent il aid du dbut jusqu la fin beaucoup damlioration et un accompagnement complet jespre que a va port cest fruits;0.926072776;Positif
109;22/05/2021;Montataire;Pole emploi montataire Rarement aimable 3949 un desastre laisse numero telephone Personne ne rapelle et si apres maintes difficultes reussit a obtenir un operateur pas form ou mal doit rappellerTriste;0.93696171;Negatif
110;22/05/2020;Montataire;Retard 30 minute louverture comme tous les jours accueille dune mchancet poustouflant aucune aide venant des fonctionnaire un vrai dsastre;0.966236725;Negatif
111;23/05/2019;Montataire;Je pense mon avis ctait mieux avant car il tait pas loin de chez moi mais le plus ici cest quil ait un parking;0.446708739;Positif
112;22/04/2023;Montataire;Personnel accueillant et polis;0.869597703;Positif
113;23/05/2018;Montataire;1h301d attente au tlphone ses une honte je serai vouv changer de mtier;0.965030551;Negatif
114;23/05/2019;Montataire;Employs plutt sympa;0.694922805;Positif
115;23/05/2018;Montataire;Gentils;0.698623329;Positif
116;22/01/2023;Montataire;trois bons;0.445903331;Neutre
117;23/05/2017;Montataire;Super;0.950714737;Positif
118;22/01/2023;Blanc-Mesnil;Incomptence et manque de professionnalisme constant ct indemnisation les espoirs se sont envols ct recherche demploi une belle blague administrative ce pole emploi;0.932297692;Negatif
119;23/05/2018;Blanc-Mesnil;Mal reu par certaines dames de l accueil Il faut peut tre comprendre que les personnes qui vivent du chmage ne sont pas forcment des cassoss Les conseils sont minimes et aprs ils snervent quand demande des informations complmentaires ;0.509008989;Negatif
120;23/05/2019;Blanc-Mesnil;Trs bon accueil jai eu rdv avec une conseillre Larhantec dans le cadre de cration dentreprise a srement t le meilleur des rendezvous que jai eu depuis que jai fini les tudes et que je suis rentre dans la vie active Trs impliqu trs humaine et de trs bon conseil ;0.980790362;Positif
121;22/05/2021;Blanc-Mesnil;tres mauvaise ne sert rien sauf justifier leur salaire supprimez cette chose serait economiquement viable pour l economie;0.995045748;Negatif
122;23/05/2019;Blanc-Mesnil;bon horaires malgr que ce soit ferm vendredi aprs midi Mais trs bon accueil et ils vous guident bien;0.706263557;Positif
123;23/05/2018;Blanc-Mesnil;Les personnelles sont pas accueillant ils expliquent trs mal;0.765790522;Negatif
124;23/05/2019;Blanc-Mesnil;Le personnel est l ecoute et trs agrable malgr la surcharge de travail;0.596447043;Positif
125;23/05/2018;Blanc-Mesnil;Peu dattente personnel disponible pour aider lors de connexion internet car tout le monde nest pas encore au point;0.535879582;Positif
126;23/05/2019;Blanc-Mesnil;Pas tres sympa les personnes de laccueil;0.654515073;Negatif
127;23/05/2019;Blanc-Mesnil;Bien renseign et bien pris en charge rien dire ;0.797387272;Positif
128;23/05/2019;Blanc-Mesnil;Trs bien;0.909010798;Positif
129;23/05/2019;Blanc-Mesnil;Au trs bon accueil;0.910661399;Positif
130;23/05/2018;Blanc-Mesnil;Bof;0.752630383;Negatif
131;22/05/2021;Blanc-Mesnil;Pour le traitement de travailler;0.653392404;Positif
132;23/05/2018;Blanc-Mesnil;Nouveau btiment;0.812669128;Positif
133;23/05/2019;Blanc-Mesnil;Merci;0.749781728;Positif
134;23/05/2018;Blanc-Mesnil;ide beaucoup;0.830186874;Positif
135;23/05/2018;Blanc-Mesnil;La directrice est trs comptente et elle est gniale;0.802012861;Positif
136;26/07/2022;Blanc-Mesnil; ;0.553572595;Positif
137;23/11/2022;Garges-lès-Gonesse;De plus en plus impoli mprisant et hautain service pire que dplorable ce stade heureusement que les entretiens ce font par tlphone Nappelez pas surtout en fin de journe au risque de tomber sur une harpie aigris qui ne vous coutera pas et vous enverra chie Entretiens tlphoniques les responsables je vois invite couter laudiodu jeudi 10 Octobre 2022 sur MES ALLOCATIONS que JE cotise;0.956133407;Negatif
138;21/02/2023;Garges-lès-Gonesse;Depuis que je ne suis plus indemniser Aot 2022 trangement mes conseillers oui parce quils changent tous le temps contactent plus pour maider dans recherche demploi;0.663279533;Positif
139;26/06/2022;Garges-lès-Gonesse;Aucun accompagnement Mme Yti pas exprience trop jeune rpond pas aux mailpas de telephone Idem pour service indemnit zero pointC est plutt Polepasemploi;0.986125953;Negatif
140;22/05/2021;Garges-lès-Gonesse;Ils ont aucune connaissance de leur mtier jai dj eu 3 rdv loup avec eux car ils ne mon pas appeler sur le bon numro Du coup jai eu un avertissement de radiation oblig denvoyer des mails leur agence Ce sont des spcimens trs intressant De plus quand jtais lagence pour la premire fois quelquun ce moquais dun bnficiaire ouvertement Bravo lhypocrisie;0.798378833;Negatif
141;22/05/2022;Garges-lès-Gonesse;Je suis arriv trs nerv je suis reparti avec le sourire grce cette conseillre une dame antillaise indienne de la Martinique Elle ma aide mettre en place un echeancier sur mon espace Trs gentille cette dame;0.827707142;Positif
142;22/05/2020;Garges-lès-Gonesse;Rdv pour des renseignements sur le csp Personnels laccueil souriant et accueillant Puis entretient avec l agent ple emploi 2h30 personne lecoute comptente sur le sujetqui nhsite pas aller plus loin dans les explications merci vous;0.83822307;Positif
143;22/05/2022;Garges-lès-Gonesse;quipe efficace Changements de conseillers trop souvent Disponibilit Informations affiches et accessibles;0.902207702;Positif
