,Date de publication,Ville,Avis,Score,Type
53,2018-05-23,Sarcelles,personnel dsagrable jy arrive pour demander des informations sur les aides possibles de poleemploi et au final la dame ne mexplique mme pas les diffrentes aides et rptent daller voir sur internet jtais venue pour avoir des informations claires car sur internet ce nest pas du tout clair super,0.40255217254161835,Negatif
54,2021-05-22,Sarcelles,dsagrable fuir conseiller incomptent toujour dans le ngatifsa fait ans et demi que mme arakama tour rien fait pour moije vous la dconseill vous allez le regrett cette soit disent conseiller scuriser,0.964332640171051,Negatif
55,2017-05-23,Sarcelles,bonjour jai pas le mot de passe vous pouvez envoyer par mail pour moi,0.6170893013477325,Negatif
56,2018-05-23,Sarcelles,juste horrible j arrive pas dire autre chose,0.9057222604751587,Negatif
57,2022-05-22,Sarcelles,ras,0.5030371993780136,Negatif
58,2017-05-23,Sarcelles,,0.49993762373924255,Positif
59,2023-05-21,Sarcelles,javais rendezvous je suis arrive avec minutes de retard car un camion qui rtine les paves et la police bloquer laccs dit que je devais attendre je suis mobilit rduite station debout pnible dit de massoire et minutes plus tard que jtais trop en retard pour tre reu,0.7656124830245972,Negatif
60,2022-05-22,Sarcelles,place clean calm brightpeoples helpful cant speak good french gave effort understand purpose served appreciate,0.9332135021686554,Positif
61,2023-01-22,Aulnay-sous-Bois,trs mal organis les conseillers sont irrespectueux et irresponsables lors que la faute viennent deux cest plus leur problme vous laisse dans la galre aucune empathie les employs ncessitent une formation sur la communication et lempathie,0.9141713678836823,Negatif
62,2023-02-21,Aulnay-sous-Bois,jaurais aim zro cette agence ple emploi aucune organisation et manque de communication entre conseiller il faudrait mettre vos pendules lheure svp et accorder vos violons,0.9309574067592621,Negatif
63,2023-02-21,Aulnay-sous-Bois,ils ont gar demande arce il fallu que je passe pour r demander un autre exemplaire et refaire toute la procdure nouveau bien sur avec beaucoup de retard du,0.7629190683364868,Negatif
64,2023-04-22,Aulnay-sous-Bois,ple emploi aulnay sous bois l travaille des gens incomptents et irrespectueux aucune aide pour les demandeurs demploi leurs seules envies te dclarer radi,0.9565414488315582,Negatif
65,2022-05-22,Aulnay-sous-Bois,accueil trs mal gr personnes seulement soccupent de recevoir les gens qui forment une norme file dattente les employs de ple emploi ne sont hlas pas soutenues par le grand nombre de collgues qui se fichent perdument des gens qui font la queue je mets quand mme toiles car malgr avoir attendu plus dune heure le monsieur laccueil courtois,0.597025141119957,Negatif
66,2022-05-22,Aulnay-sous-Bois,un grand merci madame ferri super suivi par madame ferri qui su guider sortie dcole et qui su suivre mes attentent et fournir un travail sous contrat qui passionne mais voil temporairemais vraiment trs du de la nouvelle depuis le changement cest comme ci je ntait plus inscrit plus de rendez vous pour maider retrouver un vrai emploi stable plus moyen dtre guider pour pouvoir savoir comment peut maider pour le permis de conduire trs du,0.3598763570189476,Negatif
67,2021-05-22,Aulnay-sous-Bois,rdv annul soit disant par le logiciel bref jattends sans savoir quand je serai pris sachant que dans mon cas rien avance je tourne en rondjestime que ple emploi aide un certain type de personnes et pas dautresdoisje jouer au demeur pour tre aider,0.925107479095459,Negatif
68,2022-10-24,Aulnay-sous-Bois,lorsque vous donnez un rendezvous aux gens essyez de le respectez et venir l heure vraiment c nul jarrive l heure mais je dois vous attendre h de plus,0.9658918306231499,Negatif
69,2020-05-22,Aulnay-sous-Bois,les conseillers incomptents et mprisent la direction nen parlons pas une catastrophe aucun accompagnement mme quand les situation sont clair et prciseet pour information jai fait un stage la maison le lemploi du blanc mesnil qui est dans le mme btiment que le ple emploi incomparable avec le zoo daulnay sous bois,0.6704471260309219,Negatif
70,2021-05-22,Aulnay-sous-Bois,un immense merci edwige tchanon qui suivi durant mon anne de csp avec professionnalisme et une grande ractivit plus une fois vous avez rpondu prsente et rsolu mes problmes avec une grande gentillesse et grande conscience professionnelle ne changez rien vous tes plus que parfaite et j espre que ce message vous sera transmis un grand merci du fond du curflorence le guellec viars,0.9914324432611465,Positif
71,2018-05-23,Aulnay-sous-Bois,en retard h du matin employ qui pousse mon fils de ans et toujours aussi sympaet vue que je peut pas faire garder mon fils dans deux jours je doit rinscrire une autre fois institution demmerdement publique,0.7862664610147476,Negatif
72,2022-05-22,Aulnay-sous-Bois,trs mauvais accueil attente interminable avec un personnel incomptent et irrespectueux et surtout mme slimani qui samuse donner de fausses informations,0.9787761867046356,Negatif
73,2018-05-23,Aulnay-sous-Bois,donne des rdv fantme ont convoque arriver l bas jattends min pour au final apprendre que conseillre est absente le respect dans tout,0.8013614118099213,Negatif
74,2017-05-23,Aulnay-sous-Bois,il faux scanner les documents je c est pas bien faire cela il que personne pour vous aide c est mal organis,0.8941283524036407,Negatif
75,2022-05-22,Aulnay-sous-Bois,jai une conseillre srieuse et professionnelle,0.8753563165664673,Positif
76,2020-05-22,Aulnay-sous-Bois,il faut savoir utiliser ce service ce qui nest pas vident pour tout le monde,0.5910115242004395,Positif
77,2018-05-23,Aulnay-sous-Bois,supers conseillers dans le cadre csp et atelier assez dynamique,0.930245578289032,Positif
78,2017-05-23,Aulnay-sous-Bois,personnel irrespectueux,0.39475055038928986,Positif
79,2019-05-23,Aulnay-sous-Bois,le pire du monde,0.9650932364165783,Negatif
80,2017-05-23,Aulnay-sous-Bois,mauvaise organisation,0.7900668084621429,Negatif
81,2023-04-22,Aulnay-sous-Bois,je mets car il est impossible de mettre personnel irrespectueux et dnigrant ils ne font que rabaisser les gensaucune demande nest transmise vous laisse de ct pendant des mois sans aucune aide de retour lemploiune fois la formation trouve la seule et unique fois que conseillre sana ben nasr mappelle elle ne se prsente mme pas et mannonce juste quelle ne maidera pasquestion quoi sert ple emploi si ce nest mettre des btons dans les roues de gens qui cherchent simplement sen sortir peut tre radier les gens de ple emploi pour baisser les statistiques de chmeurs une vraie honte pour ce pays,0.9886950105428696,Negatif
82,2023-03-23,Domont,fais fois que je viens et la personne laccueil est toujours souriante et su toujours renseigner pour mes dmarches poids lourd et aussi mon indemnisation merci aussi mon conseiller monsieur babdor du suivi de mon dossier,0.9184171259403229,Positif
83,2022-12-23,Domont,inadmissible service aussi incompetent je suis plainte et mes reclamations vont mon conseiller lui meme et je ai jamais de reponses donc meme la mediation idf ne peut rien faire cest maintenant depuis aujourdhui mon assistante sociale qui gere mon dossier car la directrice de lagence ne doit meme pas etre au courant du non service laborieu et catastrophique,0.987396502867341,Negatif
84,2022-12-23,Domont,madame cassier est trs professionnelle une agence super ractive et toujours gentille merci vous,0.9448107779026031,Positif
85,2022-12-23,Domont,jtais parti avec des aprioris en lisant les avis ngatifs mais pourtant ils taient accueillant lcoute et de bons conseils,0.47144123911857605,Positif
86,2022-10-24,Domont,coutez personnellement jai toujours des employers comprhensifs au tlphone qui font du mieux quils peuvent qui se dmnent souvent pour maider,0.6550371646881104,Positif
87,2022-11-23,Domont,conseillre indemnisation inutile qui ne rpond mme pas nos question et qui de plus clture notre change,0.9247233122587204,Negatif
88,2022-05-22,Domont,javais peur dy aller en lisant les commentaires ngativesdonc je suis passe aujourdhui pour finaliser mon inscription et surprise jtais trs bien accueillie et surtout trs bien oriente une dame trs gentille et lcoute et de trs bons conseils merci infiniment,0.9668319523334503,Positif
89,2021-05-22,Domont,fois je dpose le rib et mails pour informer la conseillre et une semaine dattendre et quand tu lappelle par tlphone elle vous rpond comme vous voulez soit tu attends ou casse toiet je perdu mes points cpf euros pareille une histoire longue avec eux et lautocole,0.9270995706319809,Negatif
90,2022-11-23,Domont,super ple emploi,0.9625386595726013,Positif
91,2021-05-22,Domont,le pire ple emploi de toute la france tout simplement,0.9726382568478584,Negatif
92,2017-05-23,Domont,c vraiment nul il ne taide pas vraiment pas,0.9933175668120384,Negatif
93,2018-05-23,Domont,chaque fois que je passe devant ils sont toujours en pause,0.8469316959381104,Negatif
94,2017-05-23,Domont,voir si mon mari trouve quelque chose,0.6298490315675735,Positif
95,2017-05-23,Domont,agence pour lemploi,0.5411311089992523,Positif
96,2022-05-22,Domont,good servicegood people,0.7050133049488068,Positif
97,2023-04-22,Sevran,personnel non qualifis raccroches au nez donne des rendezvous alatoire ne rpond pas souvent aux mails en gnral le ple emploi cest zro mais celui de sevran cest le du zro conseillre fantme mme ziani,0.49447867274284363,Positif
98,2023-01-22,Sevran,laccueil est agrable pas trop dattente,0.7395648062229156,Positif
99,2021-05-22,Sevran,je demande quoi sert le ple emploi pas grand chose je crois en fait il vaut mieux compter sur soi mme pour trouver un bon jobou faire une formation intressante,0.8150084912776947,Negatif
100,2021-05-22,Sevran,bonjour aucun problme avec conseillre je lui ai poser des questions sur mon espace elle rpondue le mme jour une deuxime fois javais besoin de rponses urgentes elle rappeler aussi le mme jourhonntement mtonne quil ai pas plus avis,0.7527258396148682,Positif
101,2019-05-23,Sevran,le ple emploi existe juste pour exist ne sert absolument rien pour les personnes qui ont perdu un emploi et qui souhaite et retrouver un jobun service qui est mal gr et trs malhonnte,0.9772593080997467,Negatif
102,2022-05-22,Sevran,gant mappa,0.3967892527580261,Negatif
103,2020-05-22,Sevran,il mon aider trouver un travail,0.7449659407138824,Positif
104,2020-05-22,Sevran,rugueux confortable,0.724751353263855,Positif
105,2020-05-22,Montataire,mon dieu lamabilit catastrophique au tlphone de ce jeune homme qui ne fera pas le moindre effort supplmentaire pour satisfaire demandeil faut croire cette personne sur parole et prier pour que ce quil ait fait soit bien appliqupas de prsentation ne sait pas qui parleaprs les ple emploi se plaignent de leur rputation franchement faut pas stonner je suis pourtant trs tolrant il faut vraiment arrter dembaucher nimporte quoi nest pas au quartier l,0.9378898553550243,Negatif
106,2022-05-22,Montataire,aucun suivi ni prise de contact depuis fin mars pour une jeune qui devait commencer un stage en mai malgr les mails les appels et dplacements sur place cest scandaleux,0.9878971055150032,Negatif
107,2021-05-22,Montataire,le dernier rendezvous jtais trs satisfait de laccueil et des propositions faite par mon rfrent je trouve quil ce sont amliores ds le lendemain ji suis retourn pour taper un cv avec un agent il aid du dbut jusqu la fin beaucoup damlioration et un accompagnement complet jespre que va port cest fruits,0.9093261361122131,Positif
108,2021-05-22,Montataire,pole emploi montataire rarement aimable un desastre laisse numero telephone personne ne rapelle et si apres maintes difficultes reussit obtenir un operateur pas form ou mal doit rappellertriste,0.925883412361145,Negatif
109,2020-05-22,Montataire,retard minute louverture comme tous les jours accueille dune mchancet poustouflant aucune aide venant des fonctionnaire un vrai dsastre,0.9324914366006851,Negatif
110,2019-05-23,Montataire,je pense mon avis ctait mieux avant car il tait pas loin de chez moi mais le plus ici cest quil ait un parking,0.4663238227367401,Positif
111,2023-04-22,Montataire,personnel accueillant et polis,0.8670685887336731,Positif
112,2018-05-23,Montataire,hd attente au tlphone ses une honte je serai vouv changer de mtier,0.9601794928312302,Negatif
113,2019-05-23,Montataire,employs plutt sympa,0.6932397335767746,Positif
114,2018-05-23,Montataire,gentils,0.7599256336688995,Positif
115,2023-01-22,Montataire,trois bons,0.44590333104133606,Neutre
116,2017-05-23,Montataire,super,0.9418596029281616,Positif
117,2023-01-22,Blanc-Mesnil,incomptence et manque de professionnalisme constant ct indemnisation les espoirs se sont envols ct recherche demploi une belle blague administrative ce pole emploi,0.921795204281807,Negatif
118,2018-05-23,Blanc-Mesnil,mal reu par certaines dames de l accueil il faut peut tre comprendre que les personnes qui vivent du chmage ne sont pas forcment des cassoss les conseils sont minimes et aprs ils snervent quand demande des informations complmentaires,0.43392881751060486,Neutre
119,2019-05-23,Blanc-Mesnil,trs bon accueil jai eu rdv avec une conseillre larhantec dans le cadre de cration dentreprise srement le meilleur des rendezvous que jai eu depuis que jai fini les tudes et que je suis rentre dans la vie active trs impliqu trs humaine et de trs bon conseil,0.9827290326356888,Positif
120,2021-05-22,Blanc-Mesnil,tres mauvaise ne sert rien sauf justifier leur salaire supprimez cette chose serait economiquement viable pour l economie,0.9950457476079464,Negatif
121,2019-05-23,Blanc-Mesnil,bon horaires malgr que ce soit ferm vendredi aprs midi mais trs bon accueil et ils vous guident bien,0.7253623455762863,Positif
122,2018-05-23,Blanc-Mesnil,les personnelles sont pas accueillant ils expliquent trs mal,0.7336122989654541,Negatif
123,2019-05-23,Blanc-Mesnil,le personnel est l ecoute et trs agrable malgr la surcharge de travail,0.5717131569981575,Positif
124,2018-05-23,Blanc-Mesnil,peu dattente personnel disponible pour aider lors de connexion internet car tout le monde nest pas encore au point,0.5427054017782211,Positif
125,2019-05-23,Blanc-Mesnil,pas tres sympa les personnes de laccueil,0.6649140566587448,Negatif
126,2019-05-23,Blanc-Mesnil,bien renseign et bien pris en charge rien dire,0.8257547318935394,Positif
127,2019-05-23,Blanc-Mesnil,trs bien,0.9171037673950195,Positif
128,2019-05-23,Blanc-Mesnil,au trs bon accueil,0.910088986158371,Positif
129,2018-05-23,Blanc-Mesnil,bof,0.6951024681329727,Negatif
130,2021-05-22,Blanc-Mesnil,pour le traitement de travailler,0.6398254036903381,Positif
131,2018-05-23,Blanc-Mesnil,nouveau btiment,0.8354921936988831,Positif
132,2019-05-23,Blanc-Mesnil,merci,0.728219747543335,Positif
133,2018-05-23,Blanc-Mesnil,ide beaucoup,0.8301868736743927,Positif
134,2018-05-23,Blanc-Mesnil,la directrice est trs comptente et elle est gniale,0.8087649345397949,Positif
135,2022-07-26,Blanc-Mesnil,,0.49993762373924255,Positif
136,2022-11-23,Garges-lès-Gonesse,de plus en plus impoli mprisant et hautain service pire que dplorable ce stade heureusement que les entretiens ce font par tlphone nappelez pas surtout en fin de journe au risque de tomber sur une harpie aigris qui ne vous coutera pas et vous enverra chie entretiens tlphoniques les responsables je vois invite couter laudiodu jeudi octobre sur mes allocations que je cotise,0.9612169191241264,Negatif
137,2023-02-21,Garges-lès-Gonesse,depuis que je ne suis plus indemniser aot trangement mes conseillers oui parce quils changent tous le temps contactent plus pour maider dans recherche demploi,0.7193126976490021,Positif
138,2022-06-26,Garges-lès-Gonesse,aucun accompagnement mme yti pas exprience trop jeune rpond pas aux mailpas de telephone idem pour service indemnit zero pointc est plutt polepasemploi,0.966691330075264,Negatif
139,2021-05-22,Garges-lès-Gonesse,ils ont aucune connaissance de leur mtier jai dj eu rdv loup avec eux car ils ne mon pas appeler sur le bon numro du coup jai eu un avertissement de radiation oblig denvoyer des mails leur agence ce sont des spcimens trs intressant de plus quand jtais lagence pour la premire fois quelquun ce moquais dun bnficiaire ouvertement bravo lhypocrisie,0.8389629274606705,Negatif
140,2022-05-22,Garges-lès-Gonesse,je suis arriv trs nerv je suis reparti avec le sourire grce cette conseillre une dame antillaise indienne de la martinique elle aide mettre en place un echeancier sur mon espace trs gentille cette dame,0.8070222735404968,Positif
141,2020-05-22,Garges-lès-Gonesse,rdv pour des renseignements sur le csp personnels laccueil souriant et accueillant puis entretient avec l agent ple emploi h personne lecoute comptente sur le sujetqui nhsite pas aller plus loin dans les explications merci vous,0.8010848462581635,Positif
142,2022-05-22,Garges-lès-Gonesse,quipe efficace changements de conseillers trop souvent disponibilit informations affiches et accessibles,0.8455253839492798,Positif
143,2022-05-22,Garges-lès-Gonesse,ce vraiment horrible se dplace pour un atestation et leur machine il ne fonctionne pas se vraiment des bras cass ils doivent les les licencis et mettre les gens comptent avec des diplmes bras cass vous servais rien,0.9920744672417641,Negatif
144,2019-05-23,Garges-lès-Gonesse,j ai bien aim car grce motivation dtermination et de nombreuses candidatures j ai un travail depuis mars courage aux autres ne perdez pas espoir,0.921805739402771,Positif
145,2022-05-22,Garges-lès-Gonesse,une belle diversit laccueil les conseillers aussi tous les services sont incomptents,0.7767720520496368,Positif
146,2021-05-22,Garges-lès-Gonesse,installation bote aux lettres lextrieur,0.7369993329048157,Positif
147,2018-05-23,Garges-lès-Gonesse,les gens de laccueil sont trs aimables,0.8074021935462952,Positif
